1.000000 2.59868725e+04 6.75317544e+08 35.39 
2.000000 1.29812328e+04 1.68512405e+08 17.68 
3.000000 1.23162174e+04 1.51689211e+08 16.77 
4.000000 2.34425579e+03 5.49553519e+06 3.19 
5.000000 2.33512313e+03 5.45280001e+06 3.18 
6.000000 1.62035720e+03 2.62555745e+06 2.21 
7.000000 6.98079346e+02 4.87314773e+05 0.95 
8.000000 3.63714021e+02 1.32287889e+05 0.50 
9.000000 1.02572952e+02 1.05212105e+04 0.14 
10.000000 1.02554439e+02 1.05174129e+04 0.14 
11.000000 1.00582240e+02 1.01167871e+04 0.14 
12.000000 1.00565835e+02 1.01134872e+04 0.14 
13.000000 9.06159133e+01 8.21124374e+03 0.12 
14.000000 9.03031504e+01 8.15465896e+03 0.12 
15.000000 8.57169268e+01 7.34739153e+03 0.12 
16.000000 8.54474134e+01 7.30126045e+03 0.12 
17.000000 8.48907503e+01 7.20643949e+03 0.12 
18.000000 8.48211563e+01 7.19462856e+03 0.12 
19.000000 8.20050380e+01 6.72482626e+03 0.11 
20.000000 8.17218003e+01 6.67845265e+03 0.11 
21.000000 7.97066049e+01 6.35314286e+03 0.11 
22.000000 7.97006031e+01 6.35218614e+03 0.11 
23.000000 7.94624588e+01 6.31428236e+03 0.11 
24.000000 7.93285959e+01 6.29302613e+03 0.11 
25.000000 7.91145470e+01 6.25911155e+03 0.11 
26.000000 7.90590498e+01 6.25033335e+03 0.11 
27.000000 7.88339126e+01 6.21478577e+03 0.11 
28.000000 7.87430726e+01 6.20047148e+03 0.11 
29.000000 7.68043075e+01 5.89890166e+03 0.10 
30.000000 7.66737542e+01 5.87886458e+03 0.10 
31.000000 7.62889665e+01 5.82000641e+03 0.10 
32.000000 7.60369502e+01 5.78161780e+03 0.10 
33.000000 7.39822452e+01 5.47337261e+03 0.10 
34.000000 7.37313329e+01 5.43630945e+03 0.10 
35.000000 7.24722670e+01 5.25222949e+03 0.10 
36.000000 7.21422054e+01 5.20449780e+03 0.10 
37.000000 6.87940753e+01 4.73262479e+03 0.09 
38.000000 6.87284639e+01 4.72360175e+03 0.09 
39.000000 6.86167216e+01 4.70825448e+03 0.09 
40.000000 6.85745650e+01 4.70247097e+03 0.09 
41.000000 6.82430925e+01 4.65711967e+03 0.09 
42.000000 6.82056062e+01 4.65200472e+03 0.09 
43.000000 6.81225892e+01 4.64068716e+03 0.09 
44.000000 6.80707204e+01 4.63362298e+03 0.09 
45.000000 6.79745802e+01 4.62054355e+03 0.09 
46.000000 6.76377200e+01 4.57486116e+03 0.09 
47.000000 6.74231745e+01 4.54588447e+03 0.09 
48.000000 6.67123110e+01 4.45053244e+03 0.09 
49.000000 6.65868023e+01 4.43380223e+03 0.09 
50.000000 6.62787474e+01 4.39287236e+03 0.09 
51.000000 6.59093051e+01 4.34403650e+03 0.09 
52.000000 6.58663725e+01 4.33837903e+03 0.09 
53.000000 6.57211268e+01 4.31926650e+03 0.09 
54.000000 6.56397235e+01 4.30857330e+03 0.09 
55.000000 6.55281064e+01 4.29393272e+03 0.09 
56.000000 6.53873983e+01 4.27551186e+03 0.09 
57.000000 6.52423141e+01 4.25655955e+03 0.09 
58.000000 6.51211149e+01 4.24075960e+03 0.09 
59.000000 6.49902017e+01 4.22372632e+03 0.09 
